node_id,lat,lng,is_stop_candidate
233,28.61735500000105,77.23697540000182,0
234,28.617715400041444,77.23743810014632,1
302,28.617927499999993,77.2359925,0
274,28.617961299999997,77.2384815,0
272,28.616687600000002,77.2380817,0
337,28.6184003,77.2363583,0
335,28.618204599999995,77.2375949,0
239,28.603925900000007,77.2431943,0
240,28.603563499999993,77.2432172,0
241,28.6039147,77.2427136,1
259,28.602824899999998,77.243264,0
251,28.603541099999997,77.2427512,0
253,28.605337,77.24262,0
243,28.601234300000005,77.2412213,0
244,28.60131425000048,77.24076075000453,1
245,28.60140745000139,77.24163665000468,0
246,28.600097699999996,77.2412942,0
250,28.599724199999997,77.2408693,0
258,28.60260335000067,77.24064295001001,0
247,28.602021750072556,77.2414647999978,0
256,28.601456150001585,77.24287735000583,1
277,28.6006345,77.2434017,0
260,28.5997377,77.2413258,0
261,28.599813850152902,77.24279749999425,0
248,28.602087800000003,77.2428444,0
249,28.60258675000117,77.24155520001065,1
255,28.602110800000002,77.2433168,0
257,28.602647850001215,77.24279970000379,0
279,28.602712799999995,77.2411172,0
252,28.603478799999994,77.2414728,0
278,28.601299399999995,77.2433596,0
264,28.62169769999999,77.2335596,0
350,28.619256700000005,77.2337635,0
359,28.601504999999996,77.2321874,0
269,28.625605199999995,77.2352877,0
270,28.625630599999997,77.2357578,0
307,28.62618975005393,77.23592440001315,0
273,28.617054899999996,77.2389528,0
275,28.6191434,77.23787250000001,0
276,28.618839100000002,77.2381975,0
332,28.619511800000005,77.2371591,0
333,28.618554699999997,77.2378805,0
371,28.602861550095554,77.24037780000263,0
329,28.605733000069925,77.23702644991324,0
299,28.6138372,77.2402332,0
306,28.626150976432818,77.23696066424648,0
348,28.618934199999998,77.2334117,0
310,28.606522899999998,77.2400987,0
352,28.6052673,77.2352694,0
313,28.622541999999992,77.2143045,0
328,28.608078950094416,77.23774164989213,1
320,28.606735494648003,77.23625594425117,0
322,28.607629799999994,77.236864,0
321,28.606234314938515,77.23678354728725,1
361,28.606648200028793,77.23750660001764,0
362,28.607211199999995,77.2371344,0
345,28.6078171,77.2372294,0
326,28.6077846,77.2381715,0
360,28.606205899999992,77.237901,0
334,28.619125599999997,77.2368895,0
336,28.618760699999992,77.2366314,0
338,28.626091,77.2235974,0
339,28.6148656,77.2401126,0
340,28.6161068,77.240171,0
341,28.616203000000002,77.2392838,0
342,28.615582099999994,77.2405519,0
343,28.6157326,77.2379651,0
354,28.60609759999999,77.2324385,0
367,28.616832650008476,77.21550985000177,0
370,28.60098035013062,77.24047854999783,0
373,28.605157400000003,77.2401487,0
