from_node_id,to_node_id,distance_m,base_time_sec
71,75,50.65508710467463,4.558957839420716
75,71,50.65508710467463,4.558957839420716
123,125,50.79388650834299,3.657159828600696
125,123,50.79388650834299,3.657159828600696
291,50,51.93630005560166,3.7394136040033197
50,291,51.93630005560166,3.7394136040033197
100,109,52.084594807945315,4.687613532715078
109,100,52.084594807945315,4.687613532715078
231,13,52.40419734023509,3.773102208496927
13,231,52.40419734023509,3.773102208496927
221,67,52.71129836300853,4.744016852670767
67,221,52.71129836300853,4.744016852670767
191,207,52.76270894823933,4.748643805341539
207,191,52.76270894823933,4.748643805341539
281,282,52.85479719183295,4.756931747264965
282,281,52.85479719183295,4.756931747264965
357,293,52.94976356573997,3.812382976733278
293,357,52.94976356573997,3.812382976733278
298,125,53.43850220768998,4.809465198692098
125,298,53.43850220768998,4.809465198692098
322,362,53.51013041781828,4.8159117376036455
362,322,53.51013041781828,4.8159117376036455
358,157,53.936280102918744,4.854265209262687
157,358,53.936280102918744,4.854265209262687
266,268,54.01600377199046,4.861440339479142
268,266,54.01600377199046,4.861440339479142
235,272,54.583630529932826,4.9125267476939545
272,235,54.583630529932826,4.9125267476939545
244,243,55.26443325167208,4.973798992650487
243,244,55.26443325167208,4.973798992650487
326,327,55.28323197383249,4.9754908776449245
327,326,55.28323197383249,4.9754908776449245
62,69,55.56154739915074,4.000431412738854
69,62,55.56154739915074,4.000431412738854
191,89,55.59684544422424,5.003716089980182
89,191,55.59684544422424,5.003716089980182
93,91,56.01598787241639,5.041438908517475
91,93,56.01598787241639,5.041438908517475
73,71,56.03920820065148,5.043528738058633
71,73,56.03920820065148,5.043528738058633
80,79,56.523962493087545,5.087156624377879
79,80,56.523962493087545,5.087156624377879
180,182,56.5441652982895,5.088974876846055
182,180,56.5441652982895,5.088974876846055
92,356,56.619962475976756,5.0957966228379075
356,92,56.619962475976756,5.0957966228379075
25,284,57.68875806225222,4.15359058048216
284,25,57.68875806225222,4.15359058048216
328,345,57.91111075195907,5.2119999676763165
345,328,57.91111075195907,5.2119999676763165
191,208,58.2268120960704,5.240413088646336
208,191,58.2268120960704,5.240413088646336
105,104,58.62010851139363,5.275809766025427
104,105,58.62010851139363,5.275809766025427
95,84,58.65897290599874,5.279307561539886
84,95,58.65897290599874,5.279307561539886
279,249,58.76326503620974,5.288693853258876
249,279,58.76326503620974,5.288693853258876
174,175,58.965914801644345,5.306932332147991
175,174,58.965914801644345,5.306932332147991
258,279,59.17180848271231,5.325462763444108
279,258,59.17180848271231,5.325462763444108
64,213,59.342406000809326,5.340816540072839
213,64,59.342406000809326,5.340816540072839
85,87,59.39521232791964,5.345569109512767
87,85,59.39521232791964,5.345569109512767
8,68,59.9923117576727,5.399308058190543
68,8,59.9923117576727,5.399308058190543
243,245,60.161869616434316,5.414568265479088
245,243,60.161869616434316,5.414568265479088
106,105,60.285291192626275,4.340540965869092
105,106,60.285291192626275,4.340540965869092
295,325,60.365535610129314,5.432898204911638
325,295,60.365535610129314,5.432898204911638
212,77,60.541465091470556,5.44873185823235
77,212,60.541465091470556,5.44873185823235
45,113,61.101342523646395,4.39929666170254
113,45,61.101342523646395,4.39929666170254
222,294,61.26821879200285,4.726405449668792
294,222,61.26821879200285,4.726405449668792
253,254,61.44589188849362,5.530130269964426
254,253,61.44589188849362,5.530130269964426
372,156,61.76101061499966,4.446792764279976
156,372,61.76101061499966,4.446792764279976
77,72,62.05128935398102,5.5846160418582915
72,77,62.05128935398102,5.5846160418582915
136,209,62.08768426462909,4.470313267053294
209,136,62.08768426462909,4.470313267053294
257,248,62.24250944670509,5.601825850203458
248,257,62.24250944670509,5.601825850203458
38,34,62.83957156455298,5.655561440809769
34,38,62.83957156455298,5.655561440809769
259,257,63.37915150805086,5.704123635724577
257,259,63.37915150805086,5.704123635724577
302,337,63.55184615469842,5.719666153922857
337,302,63.55184615469842,5.719666153922857
188,187,63.80987613902,5.742888852511799
187,188,63.80987613902,5.742888852511799
199,190,64.34754939403369,5.791279445463033
190,199,64.34754939403369,5.791279445463033
360,361,64.65046721244727,5.818542049120254
361,360,64.65046721244727,5.818542049120254
355,81,64.71935678152282,5.824742110337054
81,355,64.71935678152282,5.824742110337054
220,357,65.36854733042412,5.88316925973817
357,220,65.36854733042412,5.88316925973817
193,192,65.9448146598137,5.935033319383233
192,193,65.9448146598137,5.935033319383233
335,234,66.0943678996929,5.948493110972361
234,335,66.0943678996929,5.948493110972361
278,256,66.24527760005402,5.962074984004862
256,278,66.24527760005402,5.962074984004862
326,328,66.50321584946556,5.9852894264519
328,326,66.50321584946556,5.9852894264519
60,59,66.58287808578154,4.7939672221762715
59,60,66.58287808578154,4.7939672221762715
65,184,66.76084301361273,6.008475871225145
184,65,66.76084301361273,6.008475871225145
142,359,67.05935475785745,4.828273542565737
359,142,67.05935475785745,4.828273542565737
70,363,67.12763353458683,4.833189614490252
363,70,67.12763353458683,4.833189614490252
105,110,67.48193234219876,4.858699128638311
110,105,67.48193234219876,4.858699128638311
155,157,67.89085543565812,6.110176989209231
157,155,67.89085543565812,6.110176989209231
91,88,68.0523212763886,6.124708914874973
88,91,68.0523212763886,6.124708914874973
15,16,68.12117089535178,4.904724304465329
16,15,68.12117089535178,4.904724304465329
302,236,68.53173160815675,6.167855844734107
236,302,68.53173160815675,6.167855844734107
218,221,68.57387797524379,6.171649017771942
221,218,68.57387797524379,6.171649017771942
81,80,68.64481763368786,6.178033587031908
80,81,68.64481763368786,6.178033587031908
189,187,69.40391542173563,6.246352387956207
187,189,69.40391542173563,6.246352387956207
269,300,69.71947278482935,5.019802040507713
300,269,69.71947278482935,5.019802040507713
248,256,70.09306840240309,6.308376156216278
256,248,70.09306840240309,6.308376156216278
61,54,70.21253942404519,5.055302838531254
54,61,70.21253942404519,5.055302838531254
320,319,70.27659173080498,6.324893255772449
319,320,70.27659173080498,6.324893255772449
99,101,70.55597019360431,5.080029853939511
101,99,70.55597019360431,5.080029853939511
286,193,70.69197378229569,6.362277640406612
193,286,70.69197378229569,6.362277640406612
194,195,71.19277836289116,6.407350052660204
195,194,71.19277836289116,6.407350052660204
8,90,71.22063264000754,6.409856937600678
90,8,71.22063264000754,6.409856937600678
150,296,71.50498032810155,5.148358583623312
296,150,71.50498032810155,5.148358583623312
212,219,71.990238364172,6.4791214527754795
219,212,71.990238364172,6.4791214527754795
151,150,72.44577061748126,5.21609548445865
150,151,72.44577061748126,5.21609548445865
210,189,72.7026439214342,6.543237952929078
189,210,72.7026439214342,6.543237952929078
76,74,72.80304749937804,6.552274274944023
74,76,72.80304749937804,6.552274274944023
183,184,73.74118401537605,6.6367065613838445
184,183,73.74118401537605,6.6367065613838445
310,143,73.85153087419582,5.3173102229420985
143,310,73.85153087419582,5.3173102229420985
277,278,74.04832746245286,6.664349471620757
278,277,74.04832746245286,6.664349471620757
218,208,74.17338805927349,6.675604925334614
208,218,74.17338805927349,6.675604925334614
270,307,74.94717350115054,5.781639098660185
307,270,74.94717350115054,5.781639098660185
135,222,75.01476849810824,5.401063331863794
222,135,75.01476849810824,5.401063331863794
329,321,75.7591603218736,6.818324428968623
321,329,75.7591603218736,6.818324428968623
247,249,75.89388858550186,6.830449972695168
249,247,75.89388858550186,6.830449972695168
357,292,76.77265973492578,5.527631500914657
292,357,76.77265973492578,5.527631500914657
232,235,76.98736796572233,6.928863116915009
235,232,76.98736796572233,6.928863116915009
289,68,77.53456602983465,6.9781109426851184
68,289,77.53456602983465,6.9781109426851184
363,159,77.57884977228753,6.982096479505877
159,363,77.57884977228753,6.982096479505877
34,33,77.63099096922913,6.986789187230621
33,34,77.63099096922913,6.986789187230621
362,361,77.88406169274796,7.009565552347317
361,362,77.88406169274796,7.009565552347317
116,97,77.89667349281079,7.010700614352971
97,116,77.89667349281079,7.010700614352971
204,205,78.97198584129308,7.107478725716376
205,204,78.97198584129308,7.107478725716376
131,41,79.50259332357189,5.724186719297176
41,131,79.50259332357189,5.724186719297176
259,255,79.57154119849213,7.16143870786429
255,259,79.57154119849213,7.16143870786429
138,139,79.79218520223485,5.745037334560909
139,138,79.79218520223485,5.745037334560909
63,65,80.38349637191125,7.234514673472012
65,63,80.38349637191125,7.234514673472012
19,17,80.41786711950678,5.790086432604489
17,19,80.41786711950678,5.790086432604489
164,163,80.59676461731492,5.802967052446674
163,164,80.59676461731492,5.802967052446674
144,143,80.68847307406729,5.809570061332845
143,144,80.68847307406729,5.809570061332845
332,275,80.79012462567077,7.271111216310369
275,332,80.79012462567077,7.271111216310369
212,293,81.18557724663948,5.845361561758043
293,212,81.18557724663948,5.845361561758043
114,227,81.55447971712002,5.871922539632641
227,114,81.55447971712002,5.871922539632641
233,234,81.56400587485477,7.340760528736928
234,233,81.56400587485477,7.340760528736928
57,56,82.17135549531962,5.916337595663013
56,57,82.17135549531962,5.916337595663013
240,259,82.25567259365431,7.403010533428888
259,240,82.25567259365431,7.403010533428888
182,204,82.30702658139865,7.407632392325878
204,182,82.30702658139865,7.407632392325878
245,247,82.4725534691967,7.422529812227703
247,245,82.4725534691967,7.422529812227703
99,227,82.52466227301448,5.941775683657043
227,99,82.52466227301448,5.941775683657043
310,144,82.66017090504023,6.376641755531675
144,310,82.66017090504023,6.376641755531675
140,142,83.08984963888227,6.409788400713776
142,140,83.08984963888227,6.409788400713776
88,89,83.18360133435948,5.989219296073883
89,88,83.18360133435948,5.989219296073883
141,267,83.46379647767723,6.009393346392762
267,141,83.46379647767723,6.009393346392762
368,367,83.49424711905328,6.011585792571837
367,368,83.49424711905328,6.011585792571837
252,262,83.78796246923275,7.540916622230948
262,252,83.78796246923275,7.540916622230948
280,146,83.85717026938765,6.037716259395911
146,280,83.85717026938765,6.037716259395911
163,18,83.95554363099741,6.044799141431814
18,163,83.95554363099741,6.044799141431814
50,268,83.96654641010608,10.07598556921273
268,50,83.96654641010608,10.07598556921273
192,186,83.98433897318462,7.558590507586616
186,192,83.98433897318462,7.558590507586616
340,346,84.06657647398109,6.4851358994213975
346,340,84.06657647398109,6.4851358994213975
298,297,84.17392187211603,7.575652968490442
297,298,84.17392187211603,7.575652968490442
65,211,84.38968369345163,7.595071532410647
211,65,84.38968369345163,7.595071532410647
102,105,84.55977855237549,6.088304055771036
105,102,84.55977855237549,6.088304055771036
183,66,84.5814317697976,7.612328859281783
66,183,84.5814317697976,7.612328859281783
132,142,84.65217053420342,6.0949562784626465
142,132,84.65217053420342,6.0949562784626465
293,48,84.6533197083503,7.618798773751527
48,293,84.6533197083503,7.618798773751527
63,64,84.68787694853754,7.621908925368378
64,63,84.68787694853754,7.621908925368378
132,140,84.94023863719515,6.115697181878051
140,132,84.94023863719515,6.115697181878051
76,48,85.15417486040378,7.66387573743634
48,76,85.15417486040378,7.66387573743634
71,74,85.20066909650322,7.668060218685289
74,71,85.20066909650322,7.668060218685289
106,314,85.51996823946845,6.1574377132417295
314,106,85.51996823946845,6.1574377132417295
44,45,85.64574547093378,7.70811709238404
45,44,85.64574547093378,7.70811709238404
47,49,85.66418171016304,6.167821083131739
49,47,85.66418171016304,6.167821083131739
185,75,85.69816874404675,7.712835186964208
75,185,85.69816874404675,7.712835186964208
164,284,85.72508464086314,6.172206094142147
284,164,85.72508464086314,6.172206094142147
79,82,85.90560135450065,7.731504121905058
82,79,85.90560135450065,7.731504121905058
181,180,85.98397038388389,7.73855733454955
180,181,85.98397038388389,7.73855733454955
48,47,86.01945170075054,7.741750653067548
47,48,86.01945170075054,7.741750653067548
229,111,86.16359687181026,7.754723718462923
111,229,86.16359687181026,7.754723718462923
346,341,86.23027036106285,6.652049427853419
341,346,86.23027036106285,6.652049427853419
166,300,86.94479810194987,6.260025463340391
300,166,86.94479810194987,6.260025463340391
26,5,87.17417248126647,6.2765404186511855
5,26,87.17417248126647,6.2765404186511855
116,115,87.38782351517445,7.8649041163657
115,116,87.38782351517445,7.8649041163657
291,47,87.47878617791912,6.2984726048101765
47,291,87.47878617791912,6.2984726048101765
9,15,87.554490946463,6.303923348145337
15,9,87.554490946463,6.303923348145337
69,215,87.74434659234853,7.896991193311368
215,69,87.74434659234853,7.896991193311368
227,324,87.78956847410373,6.320848930135469
324,227,87.78956847410373,6.320848930135469
59,57,87.98053478507806,6.33459850452562
57,59,87.98053478507806,6.33459850452562
36,33,88.334039238708,7.950063531483719
33,36,88.334039238708,7.950063531483719
52,51,88.34067086827639,6.360528302515901
51,52,88.34067086827639,6.360528302515901
52,62,88.53132463007611,6.3742553733654805
62,52,88.53132463007611,6.3742553733654805
215,183,88.93397742569454,8.004057968312507
183,215,88.93397742569454,8.004057968312507
54,318,89.04890187128557,6.411520934732562
318,54,89.04890187128557,6.411520934732562
295,301,89.47795754068446,6.902585295995658
301,295,89.47795754068446,6.902585295995658
322,319,89.84856923581228,8.086371231223104
319,322,89.84856923581228,8.086371231223104
361,321,90.13149584185139,8.111834625766624
321,361,90.13149584185139,8.111834625766624
278,255,90.32039250811366,8.128835325730229
255,278,90.32039250811366,8.128835325730229
87,352,90.36141829935143,8.132527646941629
352,87,90.36141829935143,8.132527646941629
203,195,90.44936700640662,8.140443030576595
195,203,90.44936700640662,8.140443030576595
148,147,90.84176548501235,6.540607114920889
147,148,90.84176548501235,6.540607114920889
72,71,90.89527702218014,8.180574931996212
71,72,90.89527702218014,8.180574931996212
365,217,90.9579420091586,6.54897182465942
217,365,90.9579420091586,6.54897182465942
226,19,92.11576254166141,6.632334902999622
19,226,92.11576254166141,6.632334902999622
79,78,92.51136251848523,8.32602262666367
78,79,92.51136251848523,8.32602262666367
264,331,92.78862315328203,8.350976083795382
331,264,92.78862315328203,8.350976083795382
345,362,92.8254326419391,8.354288937774518
362,345,92.8254326419391,8.354288937774518
193,218,92.910884869434,8.361979638249059
218,193,92.910884869434,8.361979638249059
44,46,93.10936032599187,8.379842429339268
46,44,93.10936032599187,8.379842429339268
132,292,93.30753024651587,6.718142177749143
292,132,93.30753024651587,6.718142177749143
295,222,94.18443434217309,6.781279272636463
222,295,94.18443434217309,6.781279272636463
272,273,94.32969735232673,8.489672761709405
273,272,94.32969735232673,8.489672761709405
179,37,94.54924694954536,6.807545780367266
37,179,94.54924694954536,6.807545780367266
66,67,94.65164717027542,8.518648245324789
67,66,94.65164717027542,8.518648245324789
318,56,94.86050501529229,6.829956361101045
56,318,94.86050501529229,6.829956361101045
150,365,95.137845157403,6.849924851333017
365,150,95.137845157403,6.849924851333017
78,83,95.18629545162696,8.566766590646425
83,78,95.18629545162696,8.566766590646425
222,206,95.4948046913942,6.875625937780383
206,222,95.4948046913942,6.875625937780383
86,85,95.85513397798924,8.626962058019032
85,86,95.85513397798924,8.626962058019032
301,222,95.93039848065987,6.906988690607511
222,301,95.93039848065987,6.906988690607511
227,37,96.02443606520357,6.913759396694657
37,227,96.02443606520357,6.913759396694657
312,86,96.62394904649133,8.69615541418422
86,312,96.62394904649133,8.69615541418422
70,69,96.71432426453072,6.963431347046212
69,70,96.71432426453072,6.963431347046212
43,2,98.39561732611944,7.0844844474806
2,43,98.39561732611944,7.0844844474806
347,342,98.74375578500815,7.617375446272057
342,347,98.74375578500815,7.617375446272057
91,92,98.79287250122259,8.891358525110034
92,91,98.79287250122259,8.891358525110034
7,9,98.94003475980526,7.123682502705979
9,7,98.94003475980526,7.123682502705979
12,11,99.14006657859058,7.138084793658522
11,12,99.14006657859058,7.138084793658522
252,249,99.21295622595817,8.929166060336234
249,252,99.21295622595817,8.929166060336234
129,128,99.39070770655752,8.945163693590176
128,129,99.39070770655752,8.945163693590176
169,168,99.44180735289473,8.949762661760525
168,169,99.44180735289473,8.949762661760525
347,299,99.91659606889338,7.193994916960325
299,347,99.91659606889338,7.193994916960325
226,17,100.01409865932997,7.201015103471758
17,226,100.01409865932997,7.201015103471758
360,329,100.33563578449133,9.030207220604218
329,360,100.33563578449133,9.030207220604218
93,356,100.54223626389357,9.04880126375042
356,93,100.54223626389357,9.04880126375042
354,355,100.57105252128754,9.051394726915877
355,354,100.57105252128754,9.051394726915877
154,124,100.71162778441492,7.251237200477875
124,154,100.71162778441492,7.251237200477875
346,152,100.86880028978021,7.262553620864176
152,346,100.86880028978021,7.262553620864176
295,329,101.0918587126095,9.098267284134854
329,295,101.0918587126095,9.098267284134854
220,132,101.27294706767779,9.114565236091002
132,220,101.27294706767779,9.114565236091002
193,207,101.35309584890668,9.1217786264016
207,193,101.35309584890668,9.1217786264016
176,174,101.42890606157182,9.128601545541462
174,176,101.42890606157182,9.128601545541462
201,203,101.68075698167314,9.151268128350582
203,201,101.68075698167314,9.151268128350582
67,64,101.76340486613447,9.158706437952102
64,67,101.76340486613447,9.158706437952102
306,307,101.8265333852303,7.855189718289195
307,306,101.8265333852303,7.855189718289195
286,66,101.99269902450419,9.179342912205378
66,286,101.99269902450419,9.179342912205378
12,10,102.26054766302403,7.3627594317377305
10,12,102.26054766302403,7.3627594317377305
94,132,102.30586102274074,7.366021993637333
132,94,102.30586102274074,7.366021993637333
83,82,102.3959433267257,9.215634899405313
82,83,102.3959433267257,9.215634899405313
52,211,102.83506250261993,9.255155625235794
211,52,102.83506250261993,9.255155625235794
28,29,103.15234215396524,7.4269686350854975
29,28,103.15234215396524,7.4269686350854975
18,17,103.38691014639895,7.443857530540725
17,18,103.38691014639895,7.443857530540725
305,110,103.57456490867581,7.457368673424659
110,305,103.57456490867581,7.457368673424659
120,169,103.7859017816553,9.340731160348977
169,120,103.7859017816553,9.340731160348977
294,87,103.80109741065648,7.473679013567267
87,294,103.80109741065648,7.473679013567267
330,361,104.04696311198299,9.364226680078469
361,330,104.04696311198299,9.364226680078469
82,86,104.17975619724791,9.37617805775231
86,82,104.17975619724791,9.37617805775231
201,202,104.33155530213506,9.389839977192155
202,201,104.33155530213506,9.389839977192155
194,196,104.49551721094376,9.404596548984937
196,194,104.49551721094376,9.404596548984937
85,83,104.90087815532424,9.441079033979182
83,85,104.90087815532424,9.441079033979182
25,164,104.95916637972508,7.557059979340206
164,25,104.95916637972508,7.557059979340206
103,108,105.08178718620303,9.457360846758272
108,103,105.08178718620303,9.457360846758272
179,43,105.81014023456254,7.618330096888503
43,179,105.81014023456254,7.618330096888503
146,149,106.1163771730092,9.550473945570827
149,146,106.1163771730092,9.550473945570827
107,109,106.16276853210778,9.5546491678897
109,107,106.16276853210778,9.5546491678897
120,177,106.86924218446953,9.618231796602258
177,120,106.86924218446953,9.618231796602258
121,177,106.91022971938104,9.621920674744294
177,121,106.91022971938104,9.621920674744294
119,122,107.0784996787656,7.709651976871123
122,119,107.0784996787656,7.709651976871123
135,206,107.56877158085923,8.298162379094855
206,135,107.56877158085923,8.298162379094855
289,290,108.0968177386417,9.728713596477753
290,289,108.0968177386417,9.728713596477753
238,0,108.99658247009643,7.847753937846943
0,238,108.99658247009643,7.847753937846943
47,363,109.8971126625254,7.912592111701829
363,47,109.8971126625254,7.912592111701829
111,101,110.29271124829147,7.941075209876987
101,111,110.29271124829147,7.941075209876987
123,124,110.42931257742413,7.950910505574537
124,123,110.42931257742413,7.950910505574537
285,183,110.5868948234476,9.952820534110282
183,285,110.5868948234476,9.952820534110282
133,132,110.73495250635068,8.542410621918481
132,133,110.73495250635068,8.542410621918481
190,144,110.75138605358589,7.9740997958581845
144,190,110.75138605358589,7.9740997958581845
273,274,110.79008830854141,9.971107947768726
274,273,110.79008830854141,9.971107947768726
336,335,112.55470250123237,10.129923225110913
335,336,112.55470250123237,10.129923225110913
128,121,112.64977249767723,10.13847952479095
121,128,112.64977249767723,10.13847952479095
281,124,112.97161660961942,10.167445494865747
124,281,112.97161660961942,10.167445494865747
153,155,113.23650278276037,10.191285250448432
155,153,113.23650278276037,10.191285250448432
159,155,113.54328382999768,10.218895544699791
155,159,113.54328382999768,10.218895544699791
107,111,113.72788702960263,10.235509832664237
111,107,113.72788702960263,10.235509832664237
92,86,114.657992468655,10.319219322178949
86,92,114.657992468655,10.319219322178949
312,311,115.01590825453674,10.351431742908305
311,312,115.01590825453674,10.351431742908305
99,100,115.19264748617357,10.367338273755621
100,99,115.19264748617357,10.367338273755621
233,302,115.21696457715274,10.369526811943746
302,233,115.21696457715274,10.369526811943746
94,311,115.5163601021831,8.317177927357184
311,94,115.5163601021831,8.317177927357184
334,333,115.70148905226259,10.413134014703633
333,334,115.70148905226259,10.413134014703633
235,233,115.80955803299896,10.422860222969906
233,235,115.80955803299896,10.422860222969906
11,10,116.25779102652149,8.370560953909548
10,11,116.25779102652149,8.370560953909548
23,21,116.31972654299214,8.375020311095435
21,23,116.31972654299214,8.375020311095435
20,19,116.62889328983924,8.397280316868427
19,20,116.62889328983924,8.397280316868427
191,193,116.69767810852883,10.502791029767595
193,191,116.69767810852883,10.502791029767595
77,76,117.26059257935135,10.553453332141622
76,77,117.26059257935135,10.553453332141622
10,16,117.63843818718016,8.469967549476971
16,10,117.63843818718016,8.469967549476971
344,366,117.71555522049542,10.594399969844586
366,344,117.71555522049542,10.594399969844586
53,351,117.82190120135493,8.483176886497557
351,53,117.82190120135493,8.483176886497557
183,73,118.12962718826591,10.631666446943932
73,183,118.12962718826591,10.631666446943932
67,193,118.8976190024326,10.700785710218934
193,67,118.8976190024326,10.700785710218934
321,320,118.98809939906803,10.708928945916123
320,321,118.98809939906803,10.708928945916123
234,274,119.19188265719583,10.727269439147625
274,234,119.19188265719583,10.727269439147625
199,181,120.14848510869376,10.813363659782437
181,199,120.14848510869376,10.813363659782437
328,327,120.70804580941073,10.863724122846966
327,328,120.70804580941073,10.863724122846966
353,81,120.76571596218287,10.868914436596459
81,353,120.76571596218287,10.868914436596459
109,108,121.6915259779996,10.952237338019964
108,109,121.6915259779996,10.952237338019964
107,103,122.23489138480205,11.001140224632184
103,107,122.23489138480205,11.001140224632184
55,54,122.39852565950724,8.812693847484523
54,55,122.39852565950724,8.812693847484523
182,202,122.49756465833954,11.024780819250559
202,182,122.49756465833954,11.024780819250559
188,189,123.10739568607374,11.079665611746638
189,188,123.10739568607374,11.079665611746638
23,271,123.67043680022707,8.904271449616349
271,23,123.67043680022707,8.904271449616349
42,41,124.9097238819097,8.993500119497499
41,42,124.9097238819097,8.993500119497499
287,288,124.97911699406743,11.248120529466068
288,287,124.97911699406743,11.248120529466068
251,252,124.99480124656431,11.249532112190789
252,251,124.99480124656431,11.249532112190789
243,246,126.59797504413609,11.393817753972247
246,243,126.59797504413609,11.393817753972247
210,205,127.28791083005225,11.455911974704703
205,210,127.28791083005225,11.455911974704703
28,283,127.3649174966073,9.170274059755727
283,28,127.3649174966073,9.170274059755727
292,50,127.82187458382126,9.20317497003513
50,292,127.82187458382126,9.20317497003513
293,292,128.72835266621672,9.268441391967604
292,293,128.72835266621672,9.268441391967604
108,38,129.65464854212874,11.668918368791587
38,108,129.65464854212874,11.668918368791587
225,226,129.8238684276807,9.34731852679301
226,225,129.8238684276807,9.34731852679301
63,66,129.96909110891497,11.697218199802347
66,63,129.96909110891497,11.697218199802347
358,154,130.18326041354283,11.716493437218855
154,358,130.18326041354283,11.716493437218855
272,234,130.3543670966798,11.731893038701182
234,272,130.3543670966798,11.731893038701182
153,126,130.7915911924399,11.771243207319591
126,153,130.7915911924399,11.771243207319591
234,337,131.14247970529763,11.802823173476787
337,234,131.14247970529763,11.802823173476787
211,215,131.56703394031794,11.841033054628614
215,211,131.56703394031794,11.841033054628614
110,228,131.8093962172905,10.168153422476696
228,110,131.8093962172905,10.168153422476696
230,14,133.4638511515441,9.609397282911177
14,230,133.4638511515441,9.609397282911177
299,13,134.21170930960338,9.663243070291443
13,299,134.21170930960338,9.663243070291443
271,225,134.34383545151778,9.672756152509281
225,271,134.34383545151778,9.672756152509281
248,247,135.16353323558135,12.164717991202322
247,248,135.16353323558135,12.164717991202322
140,50,135.94121898425163,9.787767766866118
50,140,135.94121898425163,9.787767766866118
144,330,135.94801442639516,12.235321298375565
330,144,135.94801442639516,12.235321298375565
268,237,136.15938975075852,16.339126770091024
237,268,136.15938975075852,16.339126770091024
237,141,136.8975363320284,16.42770435984341
141,237,136.8975363320284,16.42770435984341
359,267,137.5527425311043,9.903797462239508
267,359,137.5527425311043,9.903797462239508
339,340,138.13301706765589,9.945577228871224
340,339,138.13301706765589,9.945577228871224
